Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Sweden,Sweden,SE,13.4,35.25,98.37,60.13,entsoe.eu,false,
2023-01-01 01:00:00,Sweden,Sweden,SE,15.46,38.02,98.08,60.32,entsoe.eu,false,
2023-01-01 02:00:00,Sweden,Sweden,SE,15.79,38.48,98.04,60.39,entsoe.eu,false,
2023-01-01 03:00:00,Sweden,Sweden,SE,14.67,37.24,98.19,59.67,entsoe.eu,false,
2023-01-01 04:00:00,Sweden,Sweden,SE,13.7,35.98,98.34,59.96,entsoe.eu,false,
2023-01-01 05:00:00,Sweden,Sweden,SE,12.58,34.49,98.48,59.79,entsoe.eu,false,
2023-01-01 06:00:00,Sweden,Sweden,SE,12.96,35.09,98.44,60.58,entsoe.eu,false,
2023-01-01 07:00:00,Sweden,Sweden,SE,14.64,37.61,98.22,61.49,entsoe.eu,false,
2023-01-01 08:00:00,Sweden,Sweden,SE,15.19,38.69,98.18,63.08,entsoe.eu,false,
2023-01-01 09:00:00,Sweden,Sweden,SE,21.78,46.21,97.56,63.73,entsoe.eu,false,
2023-01-01 10:00:00,Sweden,Sweden,SE,25.53,50.27,97.18,62.95,entsoe.eu,false,
2023-01-01 11:00:00,Sweden,Sweden,SE,24.36,49.76,97.24,63.63,entsoe.eu,false,
2023-01-01 12:00:00,Sweden,Sweden,SE,30.13,56.36,96.68,63.36,entsoe.eu,false,
2023-01-01 13:00:00,Sweden,Sweden,SE,24.15,49.85,97.35,65.01,entsoe.eu,false,
2023-01-01 14:00:00,Sweden,Sweden,SE,16.51,41.75,98.21,66.03,entsoe.eu,false,
2023-01-01 15:00:00,Sweden,Sweden,SE,5.34,27.73,99.41,67.93,entsoe.eu,false,
2023-01-01 16:00:00,Sweden,Sweden,SE,5.69,27.91,99.35,68.8,entsoe.eu,false,
2023-01-01 17:00:00,Sweden,Sweden,SE,5.85,26.6,99.32,69.52,entsoe.eu,false,
2023-01-01 18:00:00,Sweden,Sweden,SE,6.93,27.86,99.19,69.54,entsoe.eu,false,
2023-01-01 19:00:00,Sweden,Sweden,SE,7.57,28.17,99.07,68.98,entsoe.eu,false,
2023-01-01 20:00:00,Sweden,Sweden,SE,5.14,25.33,99.4,68.19,entsoe.eu,false,
2023-01-01 21:00:00,Sweden,Sweden,SE,5.84,26.3,99.29,68.61,entsoe.eu,false,
2023-01-01 22:00:00,Sweden,Sweden,SE,7.09,27.84,99.11,67.4,entsoe.eu,false,
2023-01-01 23:00:00,Sweden,Sweden,SE,6.67,27.64,99.15,66.41,entsoe.eu,false,
2023-01-02 00:00:00,Sweden,Sweden,SE,8.01,29.82,98.99,65.28,entsoe.eu,false,
2023-01-02 01:00:00,Sweden,Sweden,SE,9.65,31.93,98.81,65.01,entsoe.eu,false,
2023-01-02 02:00:00,Sweden,Sweden,SE,9.32,31.72,98.85,64.75,entsoe.eu,false,
2023-01-02 03:00:00,Sweden,Sweden,SE,10.34,33.03,98.73,64.68,entsoe.eu,false,
2023-01-02 04:00:00,Sweden,Sweden,SE,8.57,30.76,99.0,67.14,entsoe.eu,false,
2023-01-02 05:00:00,Sweden,Sweden,SE,9.33,32.48,98.93,68.5,entsoe.eu,false,
2023-01-02 06:00:00,Sweden,Sweden,SE,5.2,27.7,99.44,69.68,entsoe.eu,false,
2023-01-02 07:00:00,Sweden,Sweden,SE,3.68,26.53,99.61,70.54,entsoe.eu,false,
2023-01-02 08:00:00,Sweden,Sweden,SE,13.37,37.31,98.55,71.19,entsoe.eu,false,
2023-01-02 09:00:00,Sweden,Sweden,SE,16.93,41.78,98.16,70.63,entsoe.eu,false,
2023-01-02 10:00:00,Sweden,Sweden,SE,17.16,42.32,98.25,70.13,entsoe.eu,false,
2023-01-02 11:00:00,Sweden,Sweden,SE,15.69,40.98,98.27,70.77,entsoe.eu,false,
2023-01-02 12:00:00,Sweden,Sweden,SE,22.76,49.11,97.52,70.52,entsoe.eu,false,
2023-01-02 13:00:00,Sweden,Sweden,SE,20.89,46.6,97.72,70.95,entsoe.eu,false,
2023-01-02 14:00:00,Sweden,Sweden,SE,11.53,36.89,98.55,71.55,entsoe.eu,false,
2023-01-02 15:00:00,Sweden,Sweden,SE,13.78,39.71,98.28,71.43,entsoe.eu,false,
2023-01-02 16:00:00,Sweden,Sweden,SE,11.45,36.57,98.6,72.52,entsoe.eu,false,
2023-01-02 17:00:00,Sweden,Sweden,SE,2.72,26.17,99.71,72.6,entsoe.eu,false,
2023-01-02 18:00:00,Sweden,Sweden,SE,2.07,25.21,99.82,72.58,entsoe.eu,false,
2023-01-02 19:00:00,Sweden,Sweden,SE,2.61,25.49,99.74,72.92,entsoe.eu,false,
2023-01-02 20:00:00,Sweden,Sweden,SE,5.2,28.52,99.36,73.07,entsoe.eu,false,
2023-01-02 21:00:00,Sweden,Sweden,SE,4.54,27.78,99.44,72.46,entsoe.eu,false,
2023-01-02 22:00:00,Sweden,Sweden,SE,2.85,25.55,99.7,72.29,entsoe.eu,false,
2023-01-02 23:00:00,Sweden,Sweden,SE,3.45,26.88,99.65,69.3,entsoe.eu,false,
2023-01-03 00:00:00,Sweden,Sweden,SE,5.21,29.39,99.43,67.98,entsoe.eu,false,
2023-01-03 01:00:00,Sweden,Sweden,SE,5.09,29.47,99.41,68.67,entsoe.eu,false,
2023-01-03 02:00:00,Sweden,Sweden,SE,5.48,30.14,99.36,68.96,entsoe.eu,false,
2023-01-03 03:00:00,Sweden,Sweden,SE,3.56,27.85,99.63,69.71,entsoe.eu,false,
2023-01-03 04:00:00,Sweden,Sweden,SE,3.54,28.26,99.63,70.88,entsoe.eu,false,
2023-01-03 05:00:00,Sweden,Sweden,SE,2.11,26.08,99.82,72.69,entsoe.eu,false,
2023-01-03 06:00:00,Sweden,Sweden,SE,2.04,25.74,99.83,73.32,entsoe.eu,false,
2023-01-03 07:00:00,Sweden,Sweden,SE,1.91,25.54,99.86,74.25,entsoe.eu,false,
2023-01-03 08:00:00,Sweden,Sweden,SE,1.89,25.64,99.87,74.35,entsoe.eu,false,
2023-01-03 09:00:00,Sweden,Sweden,SE,1.91,26.03,99.87,74.5,entsoe.eu,false,
2023-01-03 10:00:00,Sweden,Sweden,SE,2.27,26.85,99.83,74.0,entsoe.eu,false,
2023-01-03 11:00:00,Sweden,Sweden,SE,1.92,26.4,99.88,73.4,entsoe.eu,false,
2023-01-03 12:00:00,Sweden,Sweden,SE,2.34,26.69,99.81,73.45,entsoe.eu,false,
2023-01-03 13:00:00,Sweden,Sweden,SE,2.03,25.88,99.83,74.67,entsoe.eu,false,
2023-01-03 14:00:00,Sweden,Sweden,SE,2.07,26.06,99.82,74.63,entsoe.eu,false,
2023-01-03 15:00:00,Sweden,Sweden,SE,2.17,26.21,99.8,75.07,entsoe.eu,false,
2023-01-03 16:00:00,Sweden,Sweden,SE,2.16,26.56,99.8,75.17,entsoe.eu,false,
2023-01-03 17:00:00,Sweden,Sweden,SE,2.15,26.54,99.81,74.42,entsoe.eu,false,
2023-01-03 18:00:00,Sweden,Sweden,SE,4.91,30.17,99.4,72.93,entsoe.eu,false,
2023-01-03 19:00:00,Sweden,Sweden,SE,8.84,34.75,98.86,71.83,entsoe.eu,false,
2023-01-03 20:00:00,Sweden,Sweden,SE,13.37,41.2,98.28,71.48,entsoe.eu,false,
2023-01-03 21:00:00,Sweden,Sweden,SE,11.72,39.02,98.51,70.63,entsoe.eu,false,
2023-01-03 22:00:00,Sweden,Sweden,SE,12.84,40.42,98.32,70.15,entsoe.eu,false,
2023-01-03 23:00:00,Sweden,Sweden,SE,14.01,42.17,98.19,69.13,entsoe.eu,false,
2023-01-04 00:00:00,Sweden,Sweden,SE,15.67,44.66,98.0,68.19,entsoe.eu,false,
2023-01-04 01:00:00,Sweden,Sweden,SE,17.74,47.32,97.75,66.55,entsoe.eu,false,
2023-01-04 02:00:00,Sweden,Sweden,SE,17.59,47.22,97.79,66.68,entsoe.eu,false,
2023-01-04 03:00:00,Sweden,Sweden,SE,15.77,44.61,98.0,67.56,entsoe.eu,false,
2023-01-04 04:00:00,Sweden,Sweden,SE,14.44,42.47,98.19,69.72,entsoe.eu,false,
2023-01-04 05:00:00,Sweden,Sweden,SE,12.78,39.71,98.44,72.57,entsoe.eu,false,
2023-01-04 06:00:00,Sweden,Sweden,SE,10.22,36.31,98.79,73.54,entsoe.eu,false,
2023-01-04 07:00:00,Sweden,Sweden,SE,9.92,35.32,98.87,74.19,entsoe.eu,false,
2023-01-04 08:00:00,Sweden,Sweden,SE,7.1,31.68,99.17,74.61,entsoe.eu,false,
2023-01-04 09:00:00,Sweden,Sweden,SE,9.11,33.84,98.94,74.63,entsoe.eu,false,
2023-01-04 10:00:00,Sweden,Sweden,SE,8.47,33.66,98.99,74.87,entsoe.eu,false,
2023-01-04 11:00:00,Sweden,Sweden,SE,7.32,32.06,99.11,74.71,entsoe.eu,false,
2023-01-04 12:00:00,Sweden,Sweden,SE,6.43,31.1,99.2,74.19,entsoe.eu,false,
2023-01-04 13:00:00,Sweden,Sweden,SE,6.13,30.63,99.25,74.48,entsoe.eu,false,
2023-01-04 14:00:00,Sweden,Sweden,SE,6.59,30.9,99.21,74.99,entsoe.eu,false,
2023-01-04 15:00:00,Sweden,Sweden,SE,6.47,30.47,99.25,75.69,entsoe.eu,false,
2023-01-04 16:00:00,Sweden,Sweden,SE,5.93,29.82,99.32,76.03,entsoe.eu,false,
2023-01-04 17:00:00,Sweden,Sweden,SE,5.21,29.41,99.4,74.67,entsoe.eu,false,
2023-01-04 18:00:00,Sweden,Sweden,SE,8.56,33.93,98.97,74.22,entsoe.eu,false,
2023-01-04 19:00:00,Sweden,Sweden,SE,13.32,39.97,98.42,72.66,entsoe.eu,false,
2023-01-04 20:00:00,Sweden,Sweden,SE,14.42,41.06,98.31,72.26,entsoe.eu,false,
2023-01-04 21:00:00,Sweden,Sweden,SE,14.49,41.61,98.32,70.78,entsoe.eu,false,
2023-01-04 22:00:00,Sweden,Sweden,SE,16.01,43.51,98.16,69.83,entsoe.eu,false,
2023-01-04 23:00:00,Sweden,Sweden,SE,18.22,45.86,97.95,69.13,entsoe.eu,false,
2023-01-05 00:00:00,Sweden,Sweden,SE,15.94,43.64,98.19,68.77,entsoe.eu,false,
2023-01-05 01:00:00,Sweden,Sweden,SE,15.68,43.45,98.2,68.9,entsoe.eu,false,
2023-01-05 02:00:00,Sweden,Sweden,SE,15.16,42.91,98.26,69.12,entsoe.eu,false,
2023-01-05 03:00:00,Sweden,Sweden,SE,16.97,45.54,98.07,69.66,entsoe.eu,false,
2023-01-05 04:00:00,Sweden,Sweden,SE,17.18,45.96,98.03,69.69,entsoe.eu,false,
2023-01-05 05:00:00,Sweden,Sweden,SE,13.1,40.35,98.5,70.26,entsoe.eu,false,
2023-01-05 06:00:00,Sweden,Sweden,SE,5.58,30.12,99.35,73.62,entsoe.eu,false,
2023-01-05 07:00:00,Sweden,Sweden,SE,4.43,28.62,99.47,74.27,entsoe.eu,false,
2023-01-05 08:00:00,Sweden,Sweden,SE,4.1,28.46,99.51,74.48,entsoe.eu,false,
2023-01-05 09:00:00,Sweden,Sweden,SE,5.89,30.75,99.29,74.07,entsoe.eu,false,
2023-01-05 10:00:00,Sweden,Sweden,SE,7.35,32.75,99.08,73.47,entsoe.eu,false,
2023-01-05 11:00:00,Sweden,Sweden,SE,8.95,34.47,98.87,73.71,entsoe.eu,false,
2023-01-05 12:00:00,Sweden,Sweden,SE,5.89,31.01,99.28,73.1,entsoe.eu,false,
2023-01-05 13:00:00,Sweden,Sweden,SE,2.62,27.07,99.71,74.14,entsoe.eu,false,
2023-01-05 14:00:00,Sweden,Sweden,SE,2.5,26.87,99.71,75.31,entsoe.eu,false,
2023-01-05 15:00:00,Sweden,Sweden,SE,3.26,27.92,99.6,74.92,entsoe.eu,false,
2023-01-05 16:00:00,Sweden,Sweden,SE,3.31,28.17,99.6,74.55,entsoe.eu,false,
2023-01-05 17:00:00,Sweden,Sweden,SE,3.34,28.25,99.59,74.22,entsoe.eu,false,
2023-01-05 18:00:00,Sweden,Sweden,SE,3.41,28.24,99.57,73.95,entsoe.eu,false,
2023-01-05 19:00:00,Sweden,Sweden,SE,2.67,27.5,99.69,73.75,entsoe.eu,false,
2023-01-05 20:00:00,Sweden,Sweden,SE,2.63,27.36,99.7,73.24,entsoe.eu,false,
2023-01-05 21:00:00,Sweden,Sweden,SE,2.57,26.57,99.7,72.74,entsoe.eu,false,
2023-01-05 22:00:00,Sweden,Sweden,SE,2.52,26.31,99.72,70.21,entsoe.eu,false,
2023-01-05 23:00:00,Sweden,Sweden,SE,4.52,28.51,99.42,70.31,entsoe.eu,false,
2023-01-06 00:00:00,Sweden,Sweden,SE,5.23,29.05,99.34,70.39,entsoe.eu,false,
2023-01-06 01:00:00,Sweden,Sweden,SE,5.38,29.9,99.3,69.69,entsoe.eu,false,
2023-01-06 02:00:00,Sweden,Sweden,SE,5.44,29.88,99.28,70.04,entsoe.eu,false,
2023-01-06 03:00:00,Sweden,Sweden,SE,5.66,30.08,99.25,70.9,entsoe.eu,false,
2023-01-06 04:00:00,Sweden,Sweden,SE,5.46,29.42,99.29,71.43,entsoe.eu,false,
2023-01-06 05:00:00,Sweden,Sweden,SE,4.04,27.24,99.5,72.83,entsoe.eu,false,
2023-01-06 06:00:00,Sweden,Sweden,SE,3.92,26.5,99.51,74.09,entsoe.eu,false,
2023-01-06 07:00:00,Sweden,Sweden,SE,3.5,26.09,99.59,74.82,entsoe.eu,false,
2023-01-06 08:00:00,Sweden,Sweden,SE,4.02,27.21,99.5,74.81,entsoe.eu,false,
2023-01-06 09:00:00,Sweden,Sweden,SE,2.6,25.41,99.74,74.6,entsoe.eu,false,
2023-01-06 10:00:00,Sweden,Sweden,SE,2.38,25.04,99.75,74.26,entsoe.eu,false,
2023-01-06 11:00:00,Sweden,Sweden,SE,4.4,27.73,99.46,74.73,entsoe.eu,false,
2023-01-06 12:00:00,Sweden,Sweden,SE,5.66,29.2,99.29,74.66,entsoe.eu,false,
2023-01-06 13:00:00,Sweden,Sweden,SE,4.58,27.92,99.42,74.57,entsoe.eu,false,
2023-01-06 14:00:00,Sweden,Sweden,SE,2.48,25.39,99.74,74.65,entsoe.eu,false,
2023-01-06 15:00:00,Sweden,Sweden,SE,2.06,24.72,99.8,74.77,entsoe.eu,false,
2023-01-06 16:00:00,Sweden,Sweden,SE,2.8,25.42,99.68,74.53,entsoe.eu,false,
2023-01-06 17:00:00,Sweden,Sweden,SE,2.85,25.26,99.67,74.49,entsoe.eu,false,
2023-01-06 18:00:00,Sweden,Sweden,SE,2.85,25.29,99.68,74.07,entsoe.eu,false,
2023-01-06 19:00:00,Sweden,Sweden,SE,2.75,25.2,99.71,73.7,entsoe.eu,false,
2023-01-06 20:00:00,Sweden,Sweden,SE,2.18,24.45,99.79,73.05,entsoe.eu,false,
2023-01-06 21:00:00,Sweden,Sweden,SE,1.89,24.27,99.84,72.89,entsoe.eu,false,
2023-01-06 22:00:00,Sweden,Sweden,SE,2.04,24.56,99.8,72.36,entsoe.eu,false,
2023-01-06 23:00:00,Sweden,Sweden,SE,2.13,25.01,99.79,71.55,entsoe.eu,false,
2023-01-07 00:00:00,Sweden,Sweden,SE,6.17,30.2,99.18,71.23,entsoe.eu,false,
2023-01-07 01:00:00,Sweden,Sweden,SE,7.56,31.78,98.99,71.29,entsoe.eu,false,
2023-01-07 02:00:00,Sweden,Sweden,SE,7.42,31.44,99.05,71.03,entsoe.eu,false,
2023-01-07 03:00:00,Sweden,Sweden,SE,3.42,26.56,99.61,71.41,entsoe.eu,false,
2023-01-07 04:00:00,Sweden,Sweden,SE,2.59,25.7,99.73,71.31,entsoe.eu,false,
2023-01-07 05:00:00,Sweden,Sweden,SE,2.41,25.33,99.76,71.62,entsoe.eu,false,
2023-01-07 06:00:00,Sweden,Sweden,SE,3.14,26.47,99.65,71.73,entsoe.eu,false,
2023-01-07 07:00:00,Sweden,Sweden,SE,6.44,30.74,99.16,71.87,entsoe.eu,false,
2023-01-07 08:00:00,Sweden,Sweden,SE,3.79,27.13,99.58,72.25,entsoe.eu,false,
2023-01-07 09:00:00,Sweden,Sweden,SE,2.85,26.12,99.72,72.08,entsoe.eu,false,
2023-01-07 10:00:00,Sweden,Sweden,SE,3.8,27.1,99.6,72.01,entsoe.eu,false,
2023-01-07 11:00:00,Sweden,Sweden,SE,4.31,27.51,99.5,71.8,entsoe.eu,false,
2023-01-07 12:00:00,Sweden,Sweden,SE,5.76,29.15,99.27,71.9,entsoe.eu,false,
2023-01-07 13:00:00,Sweden,Sweden,SE,5.3,28.53,99.35,71.82,entsoe.eu,false,
2023-01-07 14:00:00,Sweden,Sweden,SE,5.39,28.7,99.35,72.25,entsoe.eu,false,
2023-01-07 15:00:00,Sweden,Sweden,SE,5.69,28.99,99.31,72.61,entsoe.eu,false,
2023-01-07 16:00:00,Sweden,Sweden,SE,5.09,28.25,99.38,72.61,entsoe.eu,false,
2023-01-07 17:00:00,Sweden,Sweden,SE,3.14,26.05,99.62,71.95,entsoe.eu,false,
2023-01-07 18:00:00,Sweden,Sweden,SE,4.68,28.2,99.41,71.44,entsoe.eu,false,
2023-01-07 19:00:00,Sweden,Sweden,SE,4.7,28.51,99.43,70.49,entsoe.eu,false,
2023-01-07 20:00:00,Sweden,Sweden,SE,6.93,32.04,99.13,69.16,entsoe.eu,false,
2023-01-07 21:00:00,Sweden,Sweden,SE,8.75,33.6,98.86,68.85,entsoe.eu,false,
2023-01-07 22:00:00,Sweden,Sweden,SE,8.81,33.12,98.9,68.43,entsoe.eu,false,
2023-01-07 23:00:00,Sweden,Sweden,SE,8.58,32.21,98.92,65.58,entsoe.eu,false,
2023-01-08 00:00:00,Sweden,Sweden,SE,10.22,34.03,98.73,64.82,entsoe.eu,false,
2023-01-08 01:00:00,Sweden,Sweden,SE,8.9,32.35,98.87,65.41,entsoe.eu,false,
2023-01-08 02:00:00,Sweden,Sweden,SE,9.28,32.88,98.82,64.65,entsoe.eu,false,
2023-01-08 03:00:00,Sweden,Sweden,SE,8.02,31.17,98.97,64.85,entsoe.eu,false,
2023-01-08 04:00:00,Sweden,Sweden,SE,5.87,28.49,99.24,65.24,entsoe.eu,false,
2023-01-08 05:00:00,Sweden,Sweden,SE,5.14,27.77,99.36,65.69,entsoe.eu,false,
2023-01-08 06:00:00,Sweden,Sweden,SE,4.63,27.77,99.48,65.24,entsoe.eu,false,
2023-01-08 07:00:00,Sweden,Sweden,SE,4.25,27.03,99.54,67.01,entsoe.eu,false,
2023-01-08 08:00:00,Sweden,Sweden,SE,4.26,27.74,99.48,67.89,entsoe.eu,false,
2023-01-08 09:00:00,Sweden,Sweden,SE,4.51,27.73,99.41,68.69,entsoe.eu,false,
2023-01-08 10:00:00,Sweden,Sweden,SE,7.73,31.62,98.96,69.27,entsoe.eu,false,
2023-01-08 11:00:00,Sweden,Sweden,SE,7.48,31.24,98.98,69.3,entsoe.eu,false,
2023-01-08 12:00:00,Sweden,Sweden,SE,7.24,31.08,99.01,69.28,entsoe.eu,false,
2023-01-08 13:00:00,Sweden,Sweden,SE,8.13,32.26,98.89,69.35,entsoe.eu,false,
2023-01-08 14:00:00,Sweden,Sweden,SE,7.67,31.6,98.9,69.58,entsoe.eu,false,
2023-01-08 15:00:00,Sweden,Sweden,SE,4.88,27.92,99.38,69.73,entsoe.eu,false,
2023-01-08 16:00:00,Sweden,Sweden,SE,5.07,27.89,99.34,70.51,entsoe.eu,false,
2023-01-08 17:00:00,Sweden,Sweden,SE,4.1,26.78,99.48,70.39,entsoe.eu,false,
2023-01-08 18:00:00,Sweden,Sweden,SE,5.19,28.55,99.32,69.6,entsoe.eu,false,
2023-01-08 19:00:00,Sweden,Sweden,SE,7.81,32.0,98.96,68.91,entsoe.eu,false,
2023-01-08 20:00:00,Sweden,Sweden,SE,7.22,31.35,99.06,68.17,entsoe.eu,false,
2023-01-08 21:00:00,Sweden,Sweden,SE,7.14,31.64,99.02,67.18,entsoe.eu,false,
2023-01-08 22:00:00,Sweden,Sweden,SE,6.9,31.44,99.05,66.39,entsoe.eu,false,
2023-01-08 23:00:00,Sweden,Sweden,SE,6.11,29.62,99.2,67.67,entsoe.eu,false,
2023-01-09 00:00:00,Sweden,Sweden,SE,8.42,32.91,98.89,66.15,entsoe.eu,false,
2023-01-09 01:00:00,Sweden,Sweden,SE,8.93,34.09,98.87,64.31,entsoe.eu,false,
2023-01-09 02:00:00,Sweden,Sweden,SE,11.5,38.3,98.58,62.82,entsoe.eu,false,
2023-01-09 03:00:00,Sweden,Sweden,SE,13.63,40.61,98.34,64.08,entsoe.eu,false,
2023-01-09 04:00:00,Sweden,Sweden,SE,4.1,28.11,99.48,67.78,entsoe.eu,false,
2023-01-09 05:00:00,Sweden,Sweden,SE,2.38,25.47,99.74,70.68,entsoe.eu,false,
2023-01-09 06:00:00,Sweden,Sweden,SE,2.32,25.32,99.74,73.31,entsoe.eu,false,
2023-01-09 07:00:00,Sweden,Sweden,SE,2.35,25.31,99.73,73.38,entsoe.eu,false,
2023-01-09 08:00:00,Sweden,Sweden,SE,2.37,25.46,99.73,73.41,entsoe.eu,false,
2023-01-09 09:00:00,Sweden,Sweden,SE,2.45,25.36,99.7,74.03,entsoe.eu,false,
2023-01-09 10:00:00,Sweden,Sweden,SE,2.34,25.43,99.73,73.96,entsoe.eu,false,
2023-01-09 11:00:00,Sweden,Sweden,SE,2.39,25.75,99.73,74.03,entsoe.eu,false,
2023-01-09 12:00:00,Sweden,Sweden,SE,2.45,25.74,99.72,74.04,entsoe.eu,false,
2023-01-09 13:00:00,Sweden,Sweden,SE,2.45,25.73,99.72,73.8,entsoe.eu,false,
2023-01-09 14:00:00,Sweden,Sweden,SE,2.37,25.55,99.73,73.91,entsoe.eu,false,
2023-01-09 15:00:00,Sweden,Sweden,SE,2.36,25.51,99.73,74.2,entsoe.eu,false,
2023-01-09 16:00:00,Sweden,Sweden,SE,2.47,25.8,99.7,74.15,entsoe.eu,false,
2023-01-09 17:00:00,Sweden,Sweden,SE,2.47,25.59,99.7,73.53,entsoe.eu,false,
2023-01-09 18:00:00,Sweden,Sweden,SE,2.49,25.74,99.7,73.18,entsoe.eu,false,
2023-01-09 19:00:00,Sweden,Sweden,SE,2.52,25.96,99.7,72.66,entsoe.eu,false,
2023-01-09 20:00:00,Sweden,Sweden,SE,2.43,25.44,99.71,71.91,entsoe.eu,false,
2023-01-09 21:00:00,Sweden,Sweden,SE,2.47,25.33,99.7,71.18,entsoe.eu,false,
2023-01-09 22:00:00,Sweden,Sweden,SE,2.56,25.86,99.7,69.12,entsoe.eu,false,
2023-01-09 23:00:00,Sweden,Sweden,SE,8.13,32.07,99.04,67.94,entsoe.eu,false,
2023-01-10 00:00:00,Sweden,Sweden,SE,11.28,35.9,98.72,67.38,entsoe.eu,false,
2023-01-10 01:00:00,Sweden,Sweden,SE,11.6,36.56,98.66,67.61,entsoe.eu,false,
2023-01-10 02:00:00,Sweden,Sweden,SE,10.23,35.45,98.7,67.4,entsoe.eu,false,
2023-01-10 03:00:00,Sweden,Sweden,SE,9.4,34.04,98.78,67.5,entsoe.eu,false,
2023-01-10 04:00:00,Sweden,Sweden,SE,3.43,26.67,99.59,68.87,entsoe.eu,false,
2023-01-10 05:00:00,Sweden,Sweden,SE,2.39,25.48,99.72,72.51,entsoe.eu,false,
2023-01-10 06:00:00,Sweden,Sweden,SE,2.4,26.03,99.73,72.96,entsoe.eu,false,
2023-01-10 07:00:00,Sweden,Sweden,SE,2.39,26.3,99.74,72.93,entsoe.eu,false,
2023-01-10 08:00:00,Sweden,Sweden,SE,2.39,26.33,99.75,72.78,entsoe.eu,false,
2023-01-10 09:00:00,Sweden,Sweden,SE,2.69,26.76,99.66,73.32,entsoe.eu,false,
2023-01-10 10:00:00,Sweden,Sweden,SE,2.5,26.49,99.71,72.79,entsoe.eu,false,
2023-01-10 11:00:00,Sweden,Sweden,SE,2.23,25.27,99.76,73.67,entsoe.eu,false,
2023-01-10 12:00:00,Sweden,Sweden,SE,2.34,25.69,99.75,73.78,entsoe.eu,false,
2023-01-10 13:00:00,Sweden,Sweden,SE,2.68,25.73,99.65,74.09,entsoe.eu,false,
2023-01-10 14:00:00,Sweden,Sweden,SE,2.46,25.46,99.7,74.65,entsoe.eu,false,
2023-01-10 15:00:00,Sweden,Sweden,SE,2.2,25.35,99.77,74.96,entsoe.eu,false,
2023-01-10 16:00:00,Sweden,Sweden,SE,2.2,25.22,99.77,74.83,entsoe.eu,false,
2023-01-10 17:00:00,Sweden,Sweden,SE,2.13,24.98,99.79,74.4,entsoe.eu,false,
2023-01-10 18:00:00,Sweden,Sweden,SE,2.02,24.67,99.81,73.15,entsoe.eu,false,
2023-01-10 19:00:00,Sweden,Sweden,SE,4.21,26.91,99.53,73.11,entsoe.eu,false,
2023-01-10 20:00:00,Sweden,Sweden,SE,3.98,26.97,99.56,71.73,entsoe.eu,false,
2023-01-10 21:00:00,Sweden,Sweden,SE,4.3,27.89,99.51,70.52,entsoe.eu,false,
2023-01-10 22:00:00,Sweden,Sweden,SE,13.68,40.45,98.39,68.12,entsoe.eu,false,
2023-01-10 23:00:00,Sweden,Sweden,SE,15.58,41.48,98.15,66.43,entsoe.eu,false,
2023-01-11 00:00:00,Sweden,Sweden,SE,15.45,41.86,98.19,65.18,entsoe.eu,false,
2023-01-11 01:00:00,Sweden,Sweden,SE,26.59,53.63,97.15,64.4,entsoe.eu,false,
2023-01-11 02:00:00,Sweden,Sweden,SE,19.01,45.56,97.87,64.93,entsoe.eu,false,
2023-01-11 03:00:00,Sweden,Sweden,SE,15.34,41.46,98.21,64.72,entsoe.eu,false,
2023-01-11 04:00:00,Sweden,Sweden,SE,12.06,37.46,98.62,65.7,entsoe.eu,false,
2023-01-11 05:00:00,Sweden,Sweden,SE,4.85,28.4,99.43,70.68,entsoe.eu,false,
2023-01-11 06:00:00,Sweden,Sweden,SE,3.14,25.31,99.64,73.76,entsoe.eu,false,
2023-01-11 07:00:00,Sweden,Sweden,SE,1.97,23.72,99.79,74.7,entsoe.eu,false,
2023-01-11 08:00:00,Sweden,Sweden,SE,1.98,23.79,99.79,74.96,entsoe.eu,false,
2023-01-11 09:00:00,Sweden,Sweden,SE,2.05,24.29,99.79,74.89,entsoe.eu,false,
2023-01-11 10:00:00,Sweden,Sweden,SE,2.05,24.36,99.8,74.77,entsoe.eu,false,
2023-01-11 11:00:00,Sweden,Sweden,SE,2.49,24.94,99.75,74.51,entsoe.eu,false,
2023-01-11 12:00:00,Sweden,Sweden,SE,4.04,26.69,99.53,75.06,entsoe.eu,false,
2023-01-11 13:00:00,Sweden,Sweden,SE,2.96,25.44,99.7,74.41,entsoe.eu,false,
2023-01-11 14:00:00,Sweden,Sweden,SE,1.73,23.89,99.88,74.13,entsoe.eu,false,
2023-01-11 15:00:00,Sweden,Sweden,SE,1.71,23.84,99.88,74.15,entsoe.eu,false,
2023-01-11 16:00:00,Sweden,Sweden,SE,1.61,23.71,99.9,74.16,entsoe.eu,false,
2023-01-11 17:00:00,Sweden,Sweden,SE,1.64,23.99,99.9,73.4,entsoe.eu,false,
2023-01-11 18:00:00,Sweden,Sweden,SE,1.66,24.11,99.9,72.76,entsoe.eu,false,
2023-01-11 19:00:00,Sweden,Sweden,SE,1.71,24.3,99.89,72.05,entsoe.eu,false,
2023-01-11 20:00:00,Sweden,Sweden,SE,2.18,24.49,99.82,71.45,entsoe.eu,false,
2023-01-11 21:00:00,Sweden,Sweden,SE,2.27,24.43,99.8,70.8,entsoe.eu,false,
