id;start_time;finish_time;duration;host
req-22-255596109_0;0.4013;0.5013;0.1;bus_stop_0
req-22-2569086797_0;0.4013;0.5013;0.1;bus_stop_0
req-9-1371509882_1;0.4019;0.5019;0.1;bus_stop_5
req-8-1432574901_1;0.4019;0.5019;0.1;bus_stop_5
req-7-1432574912_0;0.4019;0.5019;0.1;bus_stop_7
req-5-1432574929_2;0.4019;0.5019;0.1;bus_stop_7
req-11-10915667367_1;0.4019;0.5019;0.1;bus_stop_1
req-1-255596028_2;0.4021;0.5021;0.1;bus_stop_9
req-9-1371510111_1;0.4022;0.5022;0.1;bus_stop_10
req-10-1432574918_0;0.4022;0.5022;0.1;bus_stop_5
req-10-1371510304_0;0.4022;0.5022;0.1;bus_stop_5
req-10-1371509982_1;0.4023;0.5023;0.1;bus_stop_10
req-4-2569086780_2;0.4024;0.5024;0.1;bus_stop_13
req-0-1469068918_2;0.4026;0.5026;0.1;bus_stop_15
req-17-255191048_1;0.4027;0.5027;0.1;bus_stop_2
req-19-255595921_0;0.4027;0.5027;0.1;bus_stop_13
req-19-255596808_0;0.4027;0.5027;0.1;bus_stop_13
req-22-255596027_0;0.4027;0.5027;0.1;bus_stop_9
req-21-255191448_0;0.4032;0.5032;0.1;bus_stop_14
req-28-255200372_1;0.4037;0.5037;0.1;bus_stop_16
req-12-1451034432_2;0.4041;0.5041;0.1;bus_stop_12
req-15-1480037114_1;0.4045;0.5045;0.1;bus_stop_11
req-15-1451034453_1;0.4045;0.5045;0.1;bus_stop_4
req-15-581942058_1;0.4045;0.5045;0.1;bus_stop_4
req-17-255200029_1;0.4049;0.5049;0.1;bus_stop_2
req-17-9143229517_1;0.4051;0.5051;0.1;bus_stop_15
req-19-1432574832_0;0.4052;0.5052;0.1;bus_stop_13
req-20-12146767_0;0.4053;0.5053;0.1;bus_stop_10
req-20-12146760_0;0.4053;0.5053;0.1;bus_stop_10
req-24-1480037098_1;0.4054;0.5054;0.1;bus_stop_6
req-22-11383367761_0;0.4054;0.5054;0.1;bus_stop_1
req-22-255596055_0;0.4054;0.5054;0.1;bus_stop_9
req-25-255191459_0;0.4054;0.5054;0.1;bus_stop_14
req-22-2570830459_0;0.4054;0.5054;0.1;bus_stop_14
req-24-255190814_1;0.4054;0.5054;0.1;bus_stop_11
req-26-255200263_0;0.4055;0.5055;0.1;bus_stop_2
req-31-2569108697_0;0.4056;0.5056;0.1;bus_stop_8
req-31-255190812_0;0.4056;0.5056;0.1;bus_stop_8
req-31-255190788_0;0.4056;0.5056;0.1;bus_stop_8
req-31-255190828_0;0.4056;0.5056;0.1;bus_stop_6
req-31-1480037098_0;0.4056;0.5056;0.1;bus_stop_6
req-49-236864890_0;0.4057;0.5057;0.1;bus_stop_16
req-45-236868307_0;0.4057;0.5057;0.1;bus_stop_16
req-33-236868307_0;0.4057;0.5057;0.1;bus_stop_16
req-66-2569087094_0;0.4057;0.5057;0.1;bus_stop_12
req-66-255191060_0;0.4057;0.5057;0.1;bus_stop_12
req-54-1451034444_0;0.4057;0.5057;0.1;bus_stop_12
req-65-583490272_2;0.4057;0.5057;0.1;bus_stop_4
req-65-255191427_2;0.4057;0.5057;0.1;bus_stop_4
req-39-1480037117_0;0.4057;0.5057;0.1;bus_stop_11
req-39-255190814_0;0.4057;0.5057;0.1;bus_stop_11
req-32-8255515226_0;0.4057;0.5057;0.1;bus_stop_2
req-34-12146794_0;0.4057;0.5057;0.1;bus_stop_6
req-28-255200417_2;0.4249;0.5249;0.1;bus_stop_3
req-2-2570830459_2;0.5013;0.6013;0.1;bus_stop_14
req-1-255596094_2;0.5013;0.6013;0.1;bus_stop_0
req-7-1432574869_0;0.5015;0.6015;0.1;bus_stop_7
req-7-1432574929_0;0.5015;0.6015;0.1;bus_stop_7
req-17-581942559_1;0.5015;0.6015;0.1;bus_stop_15
req-14-10915667342_1;0.5015;0.6015;0.1;bus_stop_15
req-14-11378562276_1;0.5015;0.6015;0.1;bus_stop_1
req-14-10915667347_1;0.5015;0.6015;0.1;bus_stop_1
req-14-255595787_1;0.5015;0.6015;0.1;bus_stop_8
req-11-12146784_2;0.5015;0.6015;0.1;bus_stop_9
req-27-255596094_0;0.5015;0.6015;0.1;bus_stop_0
req-27-255596112_0;0.5015;0.6015;0.1;bus_stop_0
req-22-2570830451_0;0.5015;0.6015;0.1;bus_stop_0
req-7-1432574984_0;0.502;0.602;0.1;bus_stop_7
req-5-1432574863_3;0.502;0.602;0.1;bus_stop_7
req-9-1432574918_1;0.5022;0.6022;0.1;bus_stop_5
req-20-1371509982_0;0.5024;0.6024;0.1;bus_stop_10
